Permit Number,Status,Street Number,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Added Date,Issue Date,Final Date,Building Area,Declared Valuation,Description,Application Type,Work Type,Use Code,Pre-direction,Location
684580,Stop Work,5110,FLANDERS,AVE,,KENSINGTON,MD,20895,08/18/2014,08/25/2014,09/04/2014,457,13591.50,INSTALL (26) SOLAR PANELS TO ROOF OF EXISITING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5110 FLANDERS AVE
KENSINGTON, MD 20895
(39.038954, -77.103931)"
686639,Stop Work,23102,MEADOW MIST,RD,,CLARKSBURG,MD,20871,09/04/2014,09/09/2014,10/08/2014,580,17250.75,INSTALL (33) SOLAR PANELS ON RROF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"23102 MEADOW MIST RD
CLARKSBURG, MD 20871
(39.234518, -77.242523)"
693708,Stop Work,10009,BISCAYNE,LN,,DAMASCUS,MD,20872,11/05/2014,12/17/2014,12/30/2014,967,28751.25,Install 55 solar panels on roof of existing sfd,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10009 BISCAYNE LN
DAMASCUS, MD 20872
(39.275651, -77.206291)"
694816,Stop Work,22650,SHINING HARNESS,DR,,CLARKSBURG,MD,20871,11/14/2014,12/22/2014,04/20/2015,4877,145000.00,EPLANS***,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"22650 SHINING HARNESS DR
CLARKSBURG, MD 20871
(39.225729, -77.241036)"
689401,Stop Work,10602,DRUMM,AVE,,KENSINGTON,MD,20895,09/26/2014,11/06/2014,01/28/2015,757.23,53750.00,"INSTALL 43 ROOF MOUNTED SOLAR PANELS

Revision 1/2/2015*************",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10602 DRUMM AVE
KENSINGTON, MD 20895
(39.029808, -77.066714)"
688619,Stop Work,12,MCKAY,CIR,,CABIN JOHN,MD,20818,09/19/2014,11/13/2014,03/20/2015,211,6273.00,"INSTALL (12) SOLAR PANELS TO SFD ROOF

Revision 12/15/14",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12 MCKAY CIR
CABIN JOHN, MD 20818
(38.972444, -77.154537)"
702270,Stop Work,17701,LOCHNESS,CIR,,OLNEY,MD,20832,02/02/2015,02/10/2015,,580,16912.50,INSTALL (33) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"17701 LOCHNESS CIR
OLNEY, MD 20832
(39.147578, -77.063807)"
693887,Stop Work,18022,ROCKINGHAM,PL,,GERMANTOWN,MD,20874,11/06/2014,12/22/2014,02/11/2016,316,9409.50,INSTALL (38) SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"18022 ROCKINGHAM PL
GERMANTOWN, MD 20874
(39.153896, -77.288565)"
694655,Stop Work,9507,WARREN,ST,,SILVER SPRING,MD,20910,11/13/2014,12/22/2014,01/02/2015,527,15682.50,INSTALL (30) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9507 WARREN ST
SILVER SPRING, MD 20910
(39.011406, -77.048105)"
689761,Stop Work,3006,BLUEFORD,RD,,KENSINGTON,MD,20895,09/30/2014,09/30/2014,,75,15200.00,Repairing Foundation wall basement,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"3006 BLUEFORD RD
KENSINGTON, MD 20895
(39.025296, -77.060842)"
702941,Stop Work,9921,SORREL,AVE,,POTOMAC,MD,20854,02/09/2015,02/09/2015,05/01/2015,208,40000.00,kitchen renovation,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9921 SORREL AVE
POTOMAC, MD 20854
(39.018878, -77.198164)"
690999,Stop Work,7222,ANTARES,DR,,GAITHERSBURG,MD,20879,10/10/2014,11/25/2014,12/18/2014,703,20910.00,INSTALL (40) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7222 ANTARES DR
GAITHERSBURG, MD 20879
(39.160945, -77.148084)"
699122,Stop Work,5005,SCARSDALE,RD,,BETHESDA,MD,20816,12/29/2014,12/29/2014,05/20/2015,180,12000.00,removing wall and renovate kitchen,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5005 SCARSDALE RD
BETHESDA, MD 20816
(38.955203, -77.116057)"
692151,Stop Work,9608,SUNSET,DR,,ROCKVILLE,MD,20850,10/21/2014,10/22/2014,01/30/2015,1200,60000.00,BASEMENT ALTERATION,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9608 SUNSET DR
ROCKVILLE, MD 20850
(39.073795, -77.197606)"
686326,Stop Work,7312,LYNNHURST,ST,,CHEVY CHASE,MD,20815,09/03/2014,09/03/2014,10/22/2014,50,10000.00,ROOF REPAIR,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"7312 LYNNHURST ST
CHEVY CHASE, MD 20815
(38.982867, -77.061522)"
695378,Stop Work,21228,WATERCRESS,CIR,,GERMANTOWN,MD,20876,11/20/2014,12/29/2014,01/21/2015,457,0.00,INSTALL 26 SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"21228 WATERCRESS CIR
GERMANTOWN, MD 20876
(39.205722, -77.246841)"
694235,Stop Work,17408,MACDUFF,AVE,,OLNEY,MD,20832,11/10/2014,12/30/2014,03/02/2015,405.03,28750.00,Install 23 roof mounted Solar Panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"17408 MACDUFF AVE
OLNEY, MD 20832
(39.142303, -77.084903)"
698513,Stop Work,20421,PERIDOT,LN,,GERMANTOWN,MD,20876,12/22/2014,01/09/2015,03/13/2015,457,32500.00,(26) Solar Panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20421 PERIDOT LN
GERMANTOWN, MD 20876
(39.19174, -77.235552)"
691267,Stop Work,13609,AUTUMN TRAIL,DR,,GERMANTOWN,MD,20874,10/14/2014,10/14/2014,12/05/2014,660,30000.00,finishing basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"13609 AUTUMN TRAIL DR
GERMANTOWN, MD 20874
(39.139568, -77.283715)"
686525,Stop Work,13221,EWOOD,LN,,SILVER SPRING,MD,20906,09/04/2014,09/05/2014,09/29/2014,80,6000.00,INTERIOR ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"13221 EWOOD LN
SILVER SPRING, MD 20906
(39.073403, -77.048461)"
689280,Stop Work,9208,CLEMATIS,CT,,GAITHERSBURG,MD,20882,09/25/2014,10/23/2014,12/29/2014,551,11500.50,REVISION submitted on 11/7/14 - Moved Inverters and disconnects inside (emc),BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9208 CLEMATIS CT
GAITHERSBURG, MD 20882
(39.253699, -77.185879)"
701796,Stop Work,3504,FALLING GREEN,RD,,OLNEY,MD,20832,01/27/2015,01/28/2015,04/24/2015,750,60000.00,Renovations to basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3504 FALLING GREEN RD
OLNEY, MD 20832
(39.174351, -77.0709)"
692237,Stop Work,1505,DUBLIN,DR,,SILVER SPRING,MD,20902,10/22/2014,12/03/2014,03/20/2015,281.76,20000.00,Install 16 roof mounted Solar panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"1505 DUBLIN DR
SILVER SPRING, MD 20902
(39.021599, -77.034662)"
695614,Stop Work,11703,STONINGTON,PL,,SILVER SPRING,MD,20902,11/24/2014,11/24/2014,01/21/2015,250,50000.00,renovating kitchen and bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11703 STONINGTON PL
SILVER SPRING, MD 20902
(39.048015, -77.019144)"
743127,Stop Work,23700,OLD HUNDRED,RD,,DICKERSON,MD,20842,01/29/2016,03/10/2017,,5430,800000.00,"Customer Wants To Use ePlans,new home on vacant lot, address is located on SHA right-of-way",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"23700 OLD HUNDRED RD
DICKERSON, MD 20842
(39.24459, -77.352018)"
691921,Stop Work,10107,HEREFORD,PL,,SILVER SPRING,MD,20901,10/20/2014,12/03/2014,12/15/2014,650,19341.75,INSTALL (37) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10107 HEREFORD PL
SILVER SPRING, MD 20901
(39.021339, -77.020602)"
687195,Stop Work,20709,BOUNTYFIELD,CT,,MONTGOMERY VILLAGE,MD,20886,09/09/2014,09/09/2014,11/21/2014,40,1000.00,WINDOW REPLACEMENT,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20709 BOUNTYFIELD CT
MONTGOMERY VILLAGE, MD 20886
(39.1952, -77.190741)"
696744,Stop Work,3308,GLENWAY,DR,,KENSINGTON,MD,20895,12/04/2014,01/08/2015,01/26/2015,1500,18043.00,solar panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3308 GLENWAY DR
KENSINGTON, MD 20895
(39.032126, -77.066595)"
684133,Stop Work,1013,ELM,AVE,,TAKOMA PARK,MD,20912,08/13/2014,09/26/2014,10/24/2014,1770,19687.50,INSTALL (25) SOLAR PANELS ON ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"1013 ELM AVE
TAKOMA PARK, MD 20912
(38.979677, -76.993472)"
686800,Stop Work,14608,WOODCREST,DR,,ROCKVILLE,MD,20853,09/05/2014,09/05/2014,09/18/2014,0,0.00,FINAL ONLY Permit (original permit #545294) - SUNROOM,BUILDING RESIDENTIAL PERMIT,FINAL ONLY AP,SINGLE FAMILY DWELLING,,"14608 WOODCREST DR
ROCKVILLE, MD 20853
(39.095027, -77.104706)"
691253,Stop Work,5109,CAMMACK,DR,,BETHESDA,MD,20816,10/14/2014,10/14/2014,01/08/2015,130,45000.00,REMODELING TWO BATHROOMS ON 2ND AND 3RD FLOOR. ON 2ND FLOOR MOVE BATHROOM OVER,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5109 CAMMACK DR
BETHESDA, MD 20816
(38.953387, -77.105085)"
687291,Stop Work,9436,DAMASCUS,RD,,DAMASCUS,MD,20872,09/10/2014,09/10/2014,09/24/2014,750,5000.00,FINAL ONLY,BUILDING RESIDENTIAL PERMIT,FINAL ONLY AP,SINGLE FAMILY DWELLING,,"9436 DAMASCUS RD
DAMASCUS, MD 20872
(39.285818, -77.195119)"
686635,Stop Work,5,BEECHVUE,CT,,SILVER SPRING,MD,20906,09/04/2014,09/09/2014,10/10/2014,686,20837.25,INSTALL (39) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5 BEECHVUE CT
SILVER SPRING, MD 20906
(39.087386, -77.061323)"
687702,Stop Work,8430,BURCHAP,DR,,MONTGOMERY VILLAGE,MD,20886,09/12/2014,09/26/2014,10/27/2014,440,13068.75,INSTALL (25) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8430 BURCHAP DR
MONTGOMERY VILLAGE, MD 20886
(39.183952, -77.176282)"
751363,Stop Work,4207,CAMBERWELL,LN,,BURTONSVILLE,MD,20866,04/12/2016,05/11/2016,09/07/2016,5103,175000.00,"Customer Wants To Use ePlans,LOT: 3
BLOCK: E
SUBDIVISION: BENTLEY PARK/FAIRLAND PARK
HOUSE TYPE: HAYWORTH",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"4207 CAMBERWELL LN
BURTONSVILLE, MD 20866
(39.093967, -76.92116)"
700570,Stop Work,13805,SADDLEVIEW,DR,,GAITHERSBURG,MD,20878,01/14/2015,01/14/2015,01/20/2015,0,0.00,FINAL ONLY AP,BUILDING RESIDENTIAL PERMIT,FINAL ONLY AP,SINGLE FAMILY DWELLING,,"13805 SADDLEVIEW DR
GAITHERSBURG, MD 20878
(39.084523, -77.242229)"
693554,Stop Work,11100,FEDERAL,CT,,ROCKVILLE,MD,20853,11/04/2014,12/22/2014,02/26/2015,651,19341.75,INSTALL (37) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11100 FEDERAL CT
ROCKVILLE, MD 20853
(39.071675, -77.086223)"
692344,Stop Work,1005,BELGRADE,RD,,SILVER SPRING,MD,20902,10/23/2014,10/23/2014,11/25/2014,108,15000.00,remodel kitchen,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,S,"1005 BELGRADE RD
SILVER SPRING, MD 20902
(39.041823, -77.026318)"
686694,Stop Work,6204,CHARNWOOD,DR,,ROCKVILLE,MD,20852,09/04/2014,09/05/2014,,150,6900.00,repairing foundation in corner of garage,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"6204 CHARNWOOD DR
ROCKVILLE, MD 20852
(39.032817, -77.131591)"
691593,Stop Work,23128,TIMBER CREEK,LN,,CLARKSBURG,MD,20871,10/16/2014,12/02/2014,02/09/2015,704.4,55200.00,INSTALLATION OF 54 ROOF MOUNTED SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"23128 TIMBER CREEK LN
CLARKSBURG, MD 20871
(39.236581, -77.272096)"
693729,Stop Work,3808,ELBY,ST,,SILVER SPRING,MD,20906,11/05/2014,11/05/2014,,0,6800.00,over hang.,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"3808 ELBY ST
SILVER SPRING, MD 20906
(39.059723, -77.076757)"
688434,Stop Work,205,COLESVILLE MANOR,DR,,SILVER SPRING,MD,20904,09/18/2014,09/22/2014,,34,5000.00,INTERIOR ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"205 COLESVILLE MANOR DR
SILVER SPRING, MD 20904
(39.086783, -77.007004)"
689408,Stop Work,3101,MOORE,LN,,KENSINGTON,MD,20895,09/26/2014,11/06/2014,01/15/2015,563.52,40000.00,INSTALLATION OF (32) ROOF MOUNTED SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3101 MOORE LN
KENSINGTON, MD 20895
(39.035062, -77.064485)"
724281,Stop Work,,,,,,,,08/13/2015,10/08/2015,,3941,160000.00,"Customer Wants To Use ePlans, master plans on file for 2015 code Hampden III",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
696729,Stop Work,9300,LINDEN,AVE,,BETHESDA,MD,20814,12/04/2014,12/10/2014,04/02/2015,120,5000.00,Interior Renovation,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9300 LINDEN AVE
BETHESDA, MD 20814
(39.007094, -77.106089)"
700667,Stop Work,9824,MAINSAIL,DR,,GAITHERSBURG,MD,20879,01/14/2015,02/25/2015,02/27/2015,774,40000.00,INSTALL (43) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9824 MAINSAIL DR
GAITHERSBURG, MD 20879
(39.193279, -77.203528)"
703100,Stop Work,255,ROCKVILLE,PIKE,,ROCKVILLE,MD,20850,02/10/2015,02/25/2015,,1036,120000.00,PURE MODEL: 2B,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"255 ROCKVILLE PIKE
ROCKVILLE, MD 20850
(39.084807, -77.148016)"
701757,Stop Work,5206,VENTNOR,RD,,BETHESDA,MD,20816,01/27/2015,03/17/2015,,123.3,6000.00,install 7 solar panels to roof of existing SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5206 VENTNOR RD
BETHESDA, MD 20816
(38.959552, -77.100857)"
694064,Stop Work,18404,CARVED STONE,CT,,BOYDS,MD,20841,11/07/2014,12/29/2014,02/06/2015,369,10977.00,Install (21) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"18404 CARVED STONE CT
BOYDS, MD 20841
(39.160637, -77.300344)"
693949,Stop Work,11640,PARTRIDGE RUN,LN,,POTOMAC,MD,20854,11/06/2014,11/06/2014,12/18/2014,1150,14000.00,finishing Basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11640 PARTRIDGE RUN LN
POTOMAC, MD 20854
(39.04869, -77.240055)"
689494,Stop Work,20725,BELL BLUFF,RD,,GAITHERSBURG,MD,20879,09/26/2014,11/06/2014,11/10/2014,843,32000.00,INSTALL 46 SOLAR PANELS TO EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20725 BELL BLUFF RD
GAITHERSBURG, MD 20879
(39.195372, -77.205328)"
692450,Stop Work,7510,PERSIMMON TREE,LN,,BETHESDA,MD,20817,10/23/2014,12/17/2014,,1670,49661.25,INSTALL (95) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7510 PERSIMMON TREE LN
BETHESDA, MD 20817
(38.984177, -77.172659)"
685700,Stop Work,7501,FAIRFAX,RD,,BETHESDA,MD,20814,08/27/2014,08/27/2014,02/02/2015,170,28600.00,BATHROOM RENOVATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7501 FAIRFAX RD
BETHESDA, MD 20814
(38.984913, -77.105337)"
684579,Stop Work,3502,GENTRY RIDGE,CT,,SILVER SPRING,MD,20904,08/18/2014,08/25/2014,12/10/2014,211,6273.00,INSTALL (12) SOLAR PANELS TO ROOF OF EXISITING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3502 GENTRY RIDGE CT
SILVER SPRING, MD 20904
(39.071988, -76.940053)"
690990,Stop Work,7411,JACKSON,AVE,,TAKOMA PARK,MD,20912,10/10/2014,11/25/2014,12/08/2014,387,11500.50,INSTALL (22) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7411 JACKSON AVE
TAKOMA PARK, MD 20912
(38.98012, -77.000856)"
750139,Stop Work,,,,,,,,04/01/2016,05/17/2016,,2400,300000.00,PURE MODEL - 2015 IRC - ANNAPOLIS MODEL,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
695117,Stop Work,7704,GRANADA,DR,,BETHESDA,MD,20817,11/18/2014,11/18/2014,02/04/2015,140,0.00,,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7704 GRANADA DR
BETHESDA, MD 20817
(38.987592, -77.123552)"
687127,Stop Work,5620,WILSON,LN,,BETHESDA,MD,20814,09/09/2014,09/09/2014,09/16/2014,616,4000.00,alterations to deck,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5620 WILSON LN
BETHESDA, MD 20814
(38.986217, -77.114686)"
693204,Stop Work,7300,BRENISH,DR,,GAITHERSBURG,MD,20879,10/30/2014,12/11/2014,12/30/2014,197,6150.00,Install (11) SOLAR PANELS on Roof of Exsiting SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7300 BRENISH DR
GAITHERSBURG, MD 20879
(39.175346, -77.151915)"
689697,Stop Work,9018,WOODLAND,DR,,SILVER SPRING,MD,20910,09/30/2014,11/06/2014,03/23/2015,722.01,51250.00,INSTALL (41) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9018 WOODLAND DR
SILVER SPRING, MD 20910
(39.004655, -77.034773)"
688231,Stop Work,400,SCOTT,DR,,SILVER SPRING,MD,20904,09/17/2014,09/23/2014,10/30/2014,536,16728.00,INSTALL (32) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"400 SCOTT DR
SILVER SPRING, MD 20904
(39.078349, -77.021602)"
694383,Stop Work,11719,ZEBRAWOOD,CT,,GERMANTOWN,MD,20876,11/12/2014,12/29/2014,03/30/2015,176,6150.00,INSTALL (10) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11719 ZEBRAWOOD CT
GERMANTOWN, MD 20876
(39.175908, -77.242482)"
698285,Stop Work,24216,PREAKNESS,DR,,DAMASCUS,MD,20872,12/19/2014,01/09/2015,05/22/2015,686,53820.00,INSTALLATION OF 39 ROOF MOUNTED SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"24216 PREAKNESS DR
DAMASCUS, MD 20872
(39.257584, -77.220986)"
693236,Stop Work,2708,LUBAR,DR,,BROOKEVILLE,MD,20833,10/30/2014,11/06/2014,01/07/2015,242,15000.00,creating pool spa in basement and putting up wall,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"2708 LUBAR DR
BROOKEVILLE, MD 20833
(39.18752, -77.057972)"
691940,Stop Work,13227,DUTROW,DR,,CLARKSBURG,MD,20871,10/20/2014,10/20/2014,11/10/2014,1200,7000.00,Finished basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"13227 DUTROW DR
CLARKSBURG, MD 20871
(39.244546, -77.283574)"
691478,Stop Work,1313,WINDING WAYE,LN,,SILVER SPRING,MD,20902,10/15/2014,11/24/2014,04/22/2015,1500,95000.00,FIRE DAMAGE REPAIR,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"1313 WINDING WAYE LN
SILVER SPRING, MD 20902
(39.063211, -77.032274)"
689884,Stop Work,7300,POMANDER,LN,,CHEVY CHASE,MD,20815,10/01/2014,10/13/2014,04/13/2015,960,5000.00,RESTORE AND REPAIR DUE TO WATER DAMAGE,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"7300 POMANDER LN
CHEVY CHASE, MD 20815
(38.983352, -77.062576)"
688578,Stop Work,5003,ADRIAN,ST,,ROCKVILLE,MD,20853,09/19/2014,10/06/2014,10/22/2014,440,13068.75,INSTALL (25) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5003 ADRIAN ST
ROCKVILLE, MD 20853
(39.067912, -77.101483)"
696777,Stop Work,11616,SWAINS LOCK,TER,,POTOMAC,MD,20854,12/05/2014,12/05/2014,04/07/2015,0,20000.00,master bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11616 SWAINS LOCK TER
POTOMAC, MD 20854
(39.036998, -77.241808)"
699408,Stop Work,16721,GOOSENECK,TER,,OLNEY,MD,20832,12/31/2014,01/09/2015,01/20/2015,540,28500.00,SFD W/SOLAR,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"16721 GOOSENECK TER
OLNEY, MD 20832
(39.128917, -77.075048)"
700932,Stop Work,19029,COLTFIELD,CT,,MONTGOMERY VILLAGE,MD,20886,01/16/2015,02/10/2015,06/03/2015,240,10000.00,REPAIRING 2 WALLS FROM FIRE DAMAGE,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,TOWNHOUSE,,"19029 COLTFIELD CT
MONTGOMERY VILLAGE, MD 20886
(39.168726, -77.21068)"
703436,Stop Work,8408,GALVESTON,RD,,SILVER SPRING,MD,20910,02/13/2015,02/13/2015,06/23/2015,200,15000.00,ADDING BATHROOM/ DEMO,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8408 GALVESTON RD
SILVER SPRING, MD 20910
(38.995429, -77.011447)"
686920,Stop Work,4904,ASPEN HILL,RD,,ROCKVILLE,MD,20853,09/08/2014,09/17/2014,09/18/2015,722.01,51250.00,INSTALLATION OF (41) ROOF MOUNTED SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"4904 ASPEN HILL RD
ROCKVILLE, MD 20853
(39.071181, -77.099665)"
698216,Stop Work,3505,KENT,ST,,KENSINGTON,MD,20895,12/18/2014,12/18/2014,01/22/2015,600,1000.00,altering walls,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3505 KENT ST
KENSINGTON, MD 20895
(39.022458, -77.070876)"
695041,Stop Work,2801,EAST WEST,HWY,,CHEVY CHASE,MD,20815,11/18/2014,12/30/2014,05/22/2015,563,40000.00,Install (32) Solar Panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"2801 EAST WEST HWY
CHEVY CHASE, MD 20815
(38.992439, -77.058147)"
693911,Stop Work,16604,KIPLING,RD,,ROCKVILLE,MD,20855,11/06/2014,12/02/2014,12/18/2014,900,45000.00,installing 60 solar Panels to existing sfd,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"16604 KIPLING RD
ROCKVILLE, MD 20855
(39.128951, -77.143849)"
690649,Stop Work,420,RANDOLPH,RD,,SILVER SPRING,MD,20904,10/07/2014,11/05/2014,01/29/2015,984,29274.00,"INSTALL (56) SOLAR PANELS ON ROOF OF EXISTING SFD

Revision ***********12/3/2014****************",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"420 RANDOLPH RD
SILVER SPRING, MD 20904
(39.067063, -77.018355)"
689211,Stop Work,8610,DAMASCUS,RD,,DAMASCUS,MD,20872,09/25/2014,09/25/2014,12/30/2014,840,30000.00,BASEMENT ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8610 DAMASCUS RD
DAMASCUS, MD 20872
(39.283421, -77.177752)"
686827,Stop Work,12508,BUSHEY,DR,,SILVER SPRING,MD,20906,09/05/2014,09/05/2014,10/14/2014,8.75,1400.00,MAKING WINDOWS BIGGER,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12508 BUSHEY DR
SILVER SPRING, MD 20906
(39.060682, -77.077366)"
749850,Stop Work,13409,REDSPIRE,DR,,SILVER SPRING,MD,20906,03/30/2016,04/27/2016,08/29/2016,5304,175000.00,"Customer Wants To Use ePlans,LOT: 88 BLOCK: K SUBDIVISION: POPLAR RUN HOUSE TYPE: ROME",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13409 REDSPIRE DR
SILVER SPRING, MD 20906
(39.077001, -77.031158)"
