"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"632031","Issued","2305","BROMPTON","CIR",,"OLNEY","MD","20832","2013-04-18T10:04:02.000","2013-06-05T11:06:18.000",,"6851","257000","Model:&nbsp; Avalon","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2305 BROMPTON CIR
OLNEY, MD 20832
(39.136137, -77.049189)"
"632032","Finaled","17115","OLD VIC","BLVD",,"OLNEY","MD","20832","2013-04-18T10:04:23.000","2013-06-05T11:06:37.000","2013-10-18T08:10:51.000","6851","257000","Model:&nbsp; Avalon","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"17115 OLD VIC BLVD
OLNEY, MD 20832
(39.137578, -77.047558)"
"632033","Finaled","3624","CLARA DOWNEY","AVE",,"SILVER SPRING","MD","20906","2013-04-18T10:04:37.000","2013-10-22T12:10:23.000","2014-05-29T07:05:28.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3624 CLARA DOWNEY AVE
SILVER SPRING, MD 20906
(39.113295, -77.07138)"
"632034","Finaled","3626","CLARA DOWNEY","AVE",,"SILVER SPRING","MD","20906","2013-04-18T10:04:42.000","2013-10-22T12:10:09.000","2014-05-29T07:05:32.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3626 CLARA DOWNEY AVE
SILVER SPRING, MD 20906
(39.113292, -77.071394)"
"632035","Finaled","3628","CLARA DOWNEY","AVE",,"SILVER SPRING","MD","20906","2013-04-18T10:04:48.000","2013-10-22T12:10:31.000","2014-06-01T11:06:32.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3628 CLARA DOWNEY AVE
SILVER SPRING, MD 20906
(39.113289, -77.071408)"
"632038","Finaled","17107","OLD VIC","BLVD",,"OLNEY","MD","20832","2013-04-18T10:04:34.000","2013-05-14T10:05:03.000","2014-02-24T02:02:53.000","9439","340000","Model:&nbsp; 2010 Chatsworth V- Elevation 4","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"17107 OLD VIC BLVD
OLNEY, MD 20832
(39.136186, -77.048317)"
"632044","Finaled","3624","MAVEN","ST",,"SILVER SPRING","MD","20906","2013-04-18T10:04:26.000","2014-01-21T09:01:52.000","2014-11-24T05:11:09.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3624 MAVEN ST
SILVER SPRING, MD 20906
(39.112872, -77.071836)"
"632045","Finaled","3626","MAVEN","ST",,"SILVER SPRING","MD","20906","2013-04-18T10:04:32.000","2014-01-21T09:01:20.000","2014-11-24T05:11:03.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3626 MAVEN ST
SILVER SPRING, MD 20906
(39.112857, -77.071886)"
"632046","Finaled","3628","MAVEN","ST",,"SILVER SPRING","MD","20906","2013-04-18T10:04:38.000","2014-01-21T09:01:34.000","2014-11-24T05:11:54.000","1735","85000","HOUSE TYPE:&nbsp; 16' WIDE MODEL

MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"3628 MAVEN ST
SILVER SPRING, MD 20906
(39.112846, -77.07193)"
"632184","Finaled","14564","CUTSTONE","WAY",,"SILVER SPRING","MD","20905","2013-04-19T09:04:52.000","2013-04-23T09:04:50.000","2014-12-08T04:12:10.000","570","112000","ADDITION AND DECK&nbsp;

&nbsp;EXTENSION 05/15/2015","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"14564 CUTSTONE WAY
SILVER SPRING, MD 20905
(39.100228, -77.028319)"
"632425","Issued","17118","OLD VIC","BLVD",,"OLNEY","MD","20832","2013-04-23T07:04:31.000","2013-06-12T09:06:14.000",,"1945","78000","2010 Lehigh II-V (MPDU)&nbsp; Triplex (revision submitted) finished rec room ONLY un unfinished basement 11/7/14","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"17118 OLD VIC BLVD
OLNEY, MD 20832
(39.137375, -77.047724)"
"632427","Finaled","17116","OLD VIC","BLVD",,"OLNEY","MD","20832","2013-04-23T07:04:13.000","2013-06-12T09:06:10.000","2014-06-13T07:06:07.000","1945","78000","2010 Lehigh II-V (MPDU)&nbsp; Triplex Finish rec-room only in unfinished basement 11/7/13","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"17116 OLD VIC BLVD
OLNEY, MD 20832
(39.137278, -77.047797)"
"632429","Finaled","17114","OLD VIC","BLVD",,"OLNEY","MD","20832","2013-04-23T07:04:52.000","2013-06-12T09:06:36.000","2014-01-27T07:01:03.000","1945","78000","2010 Lehigh II-V (MPDU)&nbsp; Triplex

REVISION - 12/4/13 - FINISH REC ROOM ONLY IN UNFINISHED BASEMENT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"17114 OLD VIC BLVD
OLNEY, MD 20832
(39.137218, -77.047843)"
"632592","Stop Work","1605","BELVEDERE","BLVD",,"SILVER SPRING","MD","20902","2013-04-24T08:04:58.000","2013-05-03T09:05:33.000",,"360","61000","ADDITION&nbsp; AND INTERIOR ALTERATIONS","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"1605 BELVEDERE BLVD
SILVER SPRING, MD 20902
(39.019903, -77.034791)"
"632661","Finaled","23010","BLUE FLAG","CIR",,"CLARKSBURG","MD","20871","2013-04-24T01:04:49.000","2013-04-24T02:04:11.000","2013-05-15T09:05:22.000","208","2000","deck&nbsp; ****MONTGOMERY COUNTY DECK DETAILS.*****","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"23010 BLUE FLAG CIR
CLARKSBURG, MD 20871
(39.229658, -77.240233)"
"632822","Finaled","14","BRIDLE","CT",,"POTOMAC","MD","20854","2013-04-25T12:04:05.000","2013-04-25T02:04:26.000","2014-06-27T08:06:52.000","514","30000","BATH ALTERATION

&nbsp;","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"14 BRIDLE CT
POTOMAC, MD 20854
(38.981621, -77.216359)"
"632848","Finaled","215","HARBINGER","DR",,"ROCKVILLE","MD","20855","2013-04-25T02:04:25.000","2013-06-19T03:06:08.000","2013-10-31T01:10:52.000","6464","200000","New Const.&nbsp; Garrett Model&nbsp;&nbsp;&nbsp; Lot&nbsp;# 1008L011","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"215 HARBINGER DR
ROCKVILLE, MD 20855
(39.136829, -77.116311)"
"632850","Finaled","211","HARBINGER","DR",,"ROCKVILLE","MD","20855","2013-04-25T02:04:32.000","2013-05-31T12:05:34.000","2013-10-24T02:10:58.000","4996","200000","New Const.&nbsp;&nbsp; Model :&nbsp; Sinclair&nbsp;&nbsp; Lot # 1008L009","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"211 HARBINGER DR
ROCKVILLE, MD 20855
(39.136822, -77.11569)"
"632929","Stop Work","22806","ARORA HILLS","DR",,"CLARKSBURG","MD","20871","2013-04-26T09:04:47.000","2013-05-13T08:05:49.000","2013-09-26T12:09:03.000","4069","150000","NEW HOME ON VACANT LOT

BANCROFT&nbsp;MODEL / REFERBACK","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22806 ARORA HILLS DR
CLARKSBURG, MD 20871
(39.229489, -77.246707)"
"633028","Stop Work","2223","VICTORIA","PL",,"OLNEY","MD","20832","2013-04-26T04:04:59.000","2013-06-11T11:06:21.000","2013-12-10T11:12:14.000","1945","78000","Model:&nbsp; 2010-Lehigh II V (MPDU) Triplex","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"2223 VICTORIA PL
OLNEY, MD 20832
(39.132896, -77.049614)"
"633029","Finaled","2225","VICTORIA","PL",,"OLNEY","MD","20832","2013-04-26T04:04:01.000","2013-06-11T11:06:39.000","2013-12-23T12:12:33.000","1945","78000","Model:&nbsp; 2010-Lehigh II V (MPDU) Triplex","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"2225 VICTORIA PL
OLNEY, MD 20832
(39.132899, -77.049718)"
"633030","Finaled","2227","VICTORIA","PL",,"OLNEY","MD","20832","2013-04-26T04:04:28.000","2013-06-12T04:06:45.000","2014-06-16T07:06:24.000","1945","78000","Model:&nbsp; 2010-Lehigh II V (MPDU) Triplex","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"2227 VICTORIA PL
OLNEY, MD 20832
(39.132904, -77.049856)"
"633077","Finaled","3410","SNOW CLOUD","LN",,"SILVER SPRING","MD","20904","2013-04-29T10:04:56.000","2013-04-29T12:04:58.000","2013-07-01T07:07:18.000","168","3000","DECK.&nbsp;&nbsp; Approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"3410 SNOW CLOUD LN
SILVER SPRING, MD 20904
(39.076302, -76.936111)"
"633079","Issued","17685","KOHLHOSS","RD",,"POOLESVILLE","MD","20837","2013-04-29T10:04:33.000","2013-04-29T12:04:50.000",,"128","3000","DECK.&nbsp;&nbsp; approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"17685 KOHLHOSS RD
POOLESVILLE, MD 20837
(39.145301, -77.404636)"
"633147","Finaled","11890","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2013-04-29T02:04:31.000","2013-04-29T03:04:58.000","2013-05-30T07:05:07.000","88","1000","DECK.&nbsp;&nbsp; Approved per Montgomery County deck detials only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"11890 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.227987, -77.246852)"
"633148","Issued","22777","NEW CUT","RD",,"CLARKSBURG","MD","20871","2013-04-29T02:04:06.000","2013-04-29T03:04:12.000",,"28","400","DECK&nbsp;&nbsp; Permit approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"22777 NEW CUT RD
CLARKSBURG, MD 20871
(39.230568, -77.247722)"
"633149","Issued","22775","NEW CUT","RD",,"CLARKSBURG","MD","20871","2013-04-29T02:04:38.000","2013-04-29T03:04:55.000",,"28","400","DECK.&nbsp;&nbsp; approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"22775 NEW CUT RD
CLARKSBURG, MD 20871
(39.230484, -77.247826)"
"633215","Issued","13233","TREBLECLEF","LN",,"SILVER SPRING","MD","20904","2013-04-30T08:04:15.000","2013-04-30T09:04:00.000",,"9","6230","Egress Window &amp; Window Well","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"13233 TREBLECLEF LN
SILVER SPRING, MD 20904
(39.074777, -76.948135)"
"633217","Finaled","9209","POTOMAC SCHOOL","DR",,"POTOMAC","MD","20854","2013-04-30T08:04:31.000","2013-05-10T10:05:09.000","2014-01-30T07:01:28.000","1150","400000","addition

&nbsp;

REVISION ON 10/22/2013","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9209 POTOMAC SCHOOL DR
POTOMAC, MD 20854
(38.993494, -77.188611)"
"633465","Finaled","7317","UNIVERSITY","AVE",,"GLEN ECHO","MD","20812","2013-05-01T11:05:52.000","2013-05-09T11:05:01.000","2014-09-24T09:09:11.000","3180","400000","Interior Alterations including&nbsp;Fence, Retaining etc.***Revision Alteration 1/14/2014***","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"7317 UNIVERSITY AVE
GLEN ECHO, MD 20812
(38.969121, -77.142331)"
"633501","Finaled","6001","BRYN MAWR","AVE",,"GLEN ECHO","MD","20812","2013-05-01T01:05:27.000","2013-05-01T01:05:35.000","2014-06-22T08:06:35.000","5720","0","FINAL ONLY PERMIT****ORIGINAL BUILDING PERMIT #569457&nbsp; extend permit 12/01/2014","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"6001 BRYN MAWR AVE
GLEN ECHO, MD 20812
(38.969594, -77.143268)"
"633518","Stop Work","22588","WINDING WOODS","WAY",,"CLARKSBURG","MD","20871","2013-05-01T03:05:07.000","2013-05-31T03:05:02.000","2013-10-21T06:10:13.000","4257","300000","NEW HOME ON VACANT LOT

REFERBACK / NEW WINDSOR W/FAMILY ROOM EXTENSION&nbsp;AND FRONT (3FT) AND REAR (UP TO 6.5 FT) FENCES&nbsp;/ 2012 IRC","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22588 WINDING WOODS WAY
CLARKSBURG, MD 20871
(39.229161, -77.245023)"
"633519","Stop Work","22592","WINDING WOODS","WAY",,"CLARKSBURG","MD","20871","2013-05-01T03:05:03.000","2013-05-31T03:05:33.000","2013-10-23T10:10:36.000","4257","300000","NEW HOME ON VACANT LOT

REFERBACK / NEW WINDSOR W/FAMILY ROOM EXTENSION&nbsp;AND FRONT (3FT) AND REAR (UP TO 6/5 FT FENCES) / 2012 IRC","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22592 WINDING WOODS WAY
CLARKSBURG, MD 20871
(39.229778, -77.24522)"
"633550","Open","9542","NEWBRIDGE","DR",,"POTOMAC","MD","20854","2013-05-02T07:05:27.000",,,"1","1","FINAL INSPECTION ONLY 

498123, 504438, 506483

&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9542 NEWBRIDGE DR
POTOMAC, MD 20854
(39.020628, -77.181257)"
"633574","Finaled","22759","SWEETSPIRE","DR",,"CLARKSBURG","MD","20871","2013-05-02T09:05:13.000","2013-05-29T08:05:39.000","2013-10-29T08:10:29.000","4069","150000","Model: Bancroft&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22759 SWEETSPIRE DR
CLARKSBURG, MD 20871
(39.228845, -77.246732)"
"633575","Finaled","2119","ARCOLA","AVE",,"SILVER SPRING","MD","20902","2013-05-02T09:05:10.000","2013-06-14T10:06:43.000","2014-09-25T06:09:00.000","685","150000","GARAGE ADDITION&nbsp; EXTENDED 06/14/2014 to 12/14/2014","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"2119 ARCOLA AVE
SILVER SPRING, MD 20902
(39.047205, -77.046077)"
"633581","Finaled","11902","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2013-05-02T09:05:41.000","2013-06-04T01:06:17.000","2013-09-11T07:09:48.000","4877","145000","Referback:&nbsp; Model: James Michener with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11902 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.228402, -77.247451)"
"633604","Finaled","22641","SHINING HARNESS","ST",,"CLARKSBURG","MD","20871","2013-05-02T10:05:37.000","2013-05-21T01:05:21.000","2013-09-24T07:09:54.000","4422","145000","Referback:&nbsp; Model: John Steinbeck (with fence)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22641 SHINING HARNESS ST
CLARKSBURG, MD 20871
(39.226719, -77.240108)"
"633605","Finaled","22352","HERON NECK","TER",,"CLARKSBURG","MD","20871","2013-05-02T10:05:45.000","2013-06-04T01:06:10.000","2013-12-02T10:12:19.000","4422","145000","Referback:&nbsp; Model: John Steinbeck with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22352 HERON NECK TER
CLARKSBURG, MD 20871
(39.223679, -77.241658)"
"633633","Finaled","106","DENVER","RD",,"SILVER SPRING","MD","20910","2013-05-02T12:05:11.000","2013-05-02T01:05:01.000","2013-06-21T06:06:12.000","280","9845","Approved per Montgomery county deck Details only.&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"106 DENVER RD
SILVER SPRING, MD 20910
(38.99469, -77.011999)"
"633652","Finaled","1031","OAKWOOD MANOR","DR",,"SANDY SPRING","MD","20860","2013-05-02T01:05:23.000","2013-05-22T12:05:22.000","2013-10-24T03:10:02.000","7500","159000","NEW HOME ON VACANT LOT

REFERBACK / 508 CHATHAM MODEL / 2012 IRC&nbsp; **Site revision submitted on 6/7/2013**","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"1031 OAKWOOD MANOR DR
SANDY SPRING, MD 20860
(39.153582, -77.02793)"
"633763","Finaled","11305","ROLLING HOUSE","RD",,"ROCKVILLE","MD","20852","2013-05-03T09:05:36.000","2013-05-03T11:05:03.000","2014-10-20T06:10:33.000","800","35000","INTERIOR ALTERATIONS&nbsp;&nbsp;","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"11305 ROLLING HOUSE RD
ROCKVILLE, MD 20852
(39.040288, -77.142551)"
"633876","Finaled","7850","BRIARDALE","TER",,"ROCKVILLE","MD","20855","2013-05-03T03:05:39.000","2013-05-03T03:05:40.000","2014-01-07T07:01:33.000","180","2500","DECK.&nbsp;&nbsp; Approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"7850 BRIARDALE TER
ROCKVILLE, MD 20855
(39.132741, -77.160381)"
"633899","Issued","8015","PARK","LN",,"BETHESDA","MD","20814","2013-05-04T09:05:52.000","2013-05-29T09:05:34.000",,"90","1200","SHED.&nbsp;&nbsp; 6 foot fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"8015 PARK LN
BETHESDA, MD 20814
(38.990193, -77.105329)"
"633901","Finaled","11757","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-04T10:05:44.000","2013-06-04T01:06:49.000","2013-11-17T06:11:56.000","5247","145000","Referback:&nbsp; Model: Shakespeare","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11757 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.223019, -77.245533)"
"633902","Finaled","11755","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-04T10:05:50.000","2013-06-04T01:06:17.000","2013-10-20T06:10:58.000","4415","145000","Referback:&nbsp; Model: Chantilly Place","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11755 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.223008, -77.245574)"
"633940","Issued","31","QUINCY","ST",,"CHEVY CHASE","MD","20815","2013-05-06T08:05:10.000","2013-05-30T09:05:39.000",,"1884","200000","2 Story, Basement Alteration &amp; Deck","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"31 QUINCY ST
CHEVY CHASE, MD 20815
(38.975722, -77.073178)"
"634008","Finaled","10506","DUNMOOR","DR",,"SILVER SPRING","MD","20901","2013-05-06T11:05:21.000","2013-05-07T07:05:51.000","2013-06-28T07:06:32.000","359","30000","deck &amp; screened porch","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK","S","10506 DUNMOOR DR
SILVER SPRING, MD 20901
(39.02562, -77.007533)"
"634013","Finaled","29","HOLT","PL",,"TAKOMA PARK","MD","20912","2013-05-06T12:05:39.000","2013-05-06T03:05:51.000","2014-02-18T07:02:50.000","334","220000","Fire Damage Repairs&nbsp; (detached Garage)","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"29 HOLT PL
TAKOMA PARK, MD 20912
(38.978075, -77.008395)"
"634029","Finaled","2903","NEWTON","ST",,"SILVER SPRING","MD","20902","2013-05-06T01:05:25.000","2013-05-06T03:05:19.000","2013-06-04T02:06:10.000","60","2700","Deck.&nbsp;&nbsp; Permit approved Per montgomery county deck details only.&nbsp;&nbsp; Deck 60 sqft.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"2903 NEWTON ST
SILVER SPRING, MD 20902
(39.058554, -77.060636)"
"634066","Finaled","5108","DALECARLIA","DR",,"BETHESDA","MD","20816","2013-05-07T07:05:28.000","2013-05-07T08:05:32.000","2013-09-26T03:09:36.000","520","195000","1 &amp; 2nd Floor","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"5108 DALECARLIA DR
BETHESDA, MD 20816
(38.94931, -77.103165)"
"634074","Issued","15121","OLD COLUMBIA","PIKE",,"BURTONSVILLE","MD","20866","2013-05-07T09:05:55.000","2013-05-07T10:05:23.000",,"96","2000","&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"15121 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.10443, -76.938682)"
"634110","Stop Work","4009","MONTPELIER","RD",,"ROCKVILLE","MD","20853","2013-05-07T11:05:39.000","2013-05-07T02:05:44.000","2013-06-28T08:06:48.000","540","24500","Screen Porch &amp; Deck","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4009 MONTPELIER RD
ROCKVILLE, MD 20853
(39.096618, -77.080738)"
"634121","Issued","14610","ROLLING GREEN","WAY",,"GAITHERSBURG","MD","20878","2013-05-07T11:05:47.000","2013-06-03T01:06:45.000",,"319","478500","One story addition-Kitchen &amp; family room extends","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"14610 ROLLING GREEN WAY
GAITHERSBURG, MD 20878
(39.09585, -77.230433)"
"634123","Stop Work","5606","NORTHFIELD","RD",,"BETHESDA","MD","20817","2013-05-07T12:05:29.000","2013-05-10T03:05:20.000","2013-09-27T03:09:40.000","364","56400","2&nbsp;story great room and master suite","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5606 NORTHFIELD RD
BETHESDA, MD 20817
(38.993281, -77.114353)"
"634174","Finaled","2534","SUTCLIFF","TER",,"BROOKEVILLE","MD","20833","2013-05-07T02:05:39.000","2013-05-07T02:05:19.000","2013-05-10T10:05:43.000","0","0","bldg #&nbsp; 586029","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"2534 SUTCLIFF TER
BROOKEVILLE, MD 20833
(39.163661, -77.053403)"
"634325","Issued","13513","MOONLIGHT TRAIL","DR",,"SILVER SPRING","MD","20906","2013-05-08T10:05:14.000","2013-05-08T11:05:42.000",,"500","500","SALES CENTER REMOVED &amp; CONVERT BACK TO GARAGE","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"13513 MOONLIGHT TRAIL DR
SILVER SPRING, MD 20906
(39.05197, -77.0506)"
"634352","Issued","15940","KRUHM","RD",,"BURTONSVILLE","MD","20866","2013-05-08T11:05:42.000","2013-09-05T11:09:42.000",,"2917","300000","MODEL: DORCHESTER&nbsp;&nbsp;&nbsp; (refer back) New Home on Vacant Lot","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"15940 KRUHM RD
BURTONSVILLE, MD 20866
(39.121848, -76.945964)"
"634373","Finaled","8517","BEECH TREE","RD",,"BETHESDA","MD","20817","2013-05-08T12:05:38.000","2013-05-17T11:05:49.000","2014-06-24T03:06:47.000","500","110000","Accesory structure, Retaining wall &amp; Inground Pool","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SWIMMING POOL",,"8517 BEECH TREE RD
BETHESDA, MD 20817
(38.995778, -77.14212)"
"634415","Finaled","4213","BROOKFIELD","DR",,"KENSINGTON","MD","20895","2013-05-08T02:05:48.000","2013-05-20T11:05:57.000","2014-05-12T07:05:37.000","380","25000","Kitchen Addition &amp; Deck","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4213 BROOKFIELD DR
KENSINGTON, MD 20895
(39.026574, -77.082388)"
"634428","Finaled","19900","BRIARLEY HALL","DR",,"POOLESVILLE","MD","20837","2013-05-08T03:05:55.000","2013-05-31T09:05:23.000","2014-06-10T10:06:35.000","3600","226000","Model:&nbsp; Montgomery","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19900 BRIARLEY HALL DR
POOLESVILLE, MD 20837
(39.151365, -77.41521)"
"634431","Finaled","19905","BRIARLEY HALL","DR",,"POOLESVILLE","MD","20837","2013-05-08T03:05:41.000","2013-05-31T09:05:42.000","2014-03-18T08:03:33.000","3374","200900","Model:&nbsp; Ashton/Seneca","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19905 BRIARLEY HALL DR
POOLESVILLE, MD 20837
(39.151358, -77.414703)"
"634432","Issued","19907","BRIARLEY HALL","DR",,"POOLESVILLE","MD","20837","2013-05-08T03:05:15.000","2013-05-31T09:05:11.000",,"3596","226000","Model:&nbsp; Montgomery","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19907 BRIARLEY HALL DR
POOLESVILLE, MD 20837
(39.151357, -77.414414)"
"634433","Issued","19906","BRIGHTWELL CROSSING","LN",,"POOLESVILLE","MD","20837","2013-05-08T03:05:24.000","2013-05-31T09:05:34.000",,"3596","226000","Model:&nbsp; Montgomery","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19906 BRIGHTWELL CROSSING LN
POOLESVILLE, MD 20837
(39.154629, -77.413198)"
"634434","Finaled","19904","BRIGHTWELL CROSSING","LN",,"POOLESVILLE","MD","20837","2013-05-08T03:05:49.000","2013-05-31T09:05:46.000","2014-04-15T10:04:08.000","3596","226000","Model:&nbsp; Montgomery","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19904 BRIGHTWELL CROSSING LN
POOLESVILLE, MD 20837
(39.154647, -77.413181)"
"634538","Finaled","2634","WINTER MORNING","WAY",,"OLNEY","MD","20832","2013-05-09T12:05:37.000","2013-05-22T01:05:23.000","2014-11-14T08:11:35.000","9971","200000","Model:&nbsp; Hampton","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2634 WINTER MORNING WAY
OLNEY, MD 20832
(39.140418, -77.054881)"
"634541","Finaled","2605","WINTER MORNING","WAY",,"OLNEY","MD","20832","2013-05-09T12:05:16.000","2013-05-22T01:05:01.000","2014-04-17T11:04:44.000","9971","200000","Model:&nbsp; Hampton","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2605 WINTER MORNING WAY
OLNEY, MD 20832
(39.139019, -77.053676)"
"634725","Finaled","12113","ORCHARD VIEW","RD",,"GAITHERSBURG","MD","20878","2013-05-10T12:05:29.000","2013-05-10T02:05:15.000","2013-06-21T03:06:40.000","470","30000","DECK &amp; SCREENED PORCH","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"12113 ORCHARD VIEW RD
GAITHERSBURG, MD 20878
(39.122363, -77.251544)"
